order_id,customer_id,age,gender,product_id,country,signup_date,last_purchase_date,cancellations_count,subscription_status,unit_price,quantity,purchase_frequency,product_name,category,Ratings
ORD5955,CUST1955,45,Female,PROD1155,USA,2023-11-04,2025-09-02,1,active,73.02,6,21,Perfume,Beauty,4.3
ORD5956,CUST1956,58,Male,PROD1156,Pakistan,2021-11-28,2025-03-27,3,active,1802.85,1,37,T-Shirt,Clothing,4.4
ORD5957,CUST1957,21,Male,PROD1157,Pakistan,2021-12-10,2021-10-27,5,cancelled,778.38,2,28,Sneakers,Clothing,4.1
ORD5958,CUST1958,22,Female,PROD1158,Pakistan,2022-01-27,2024-09-29,3,cancelled,128.14,9,9,Bluetooth Speaker,Electronics,3.6
ORD5959,CUST1959,36,Female,PROD1159,Germany,2021-02-08,2022-08-07,3,active,175.21,7,5,Basketball,Sports,4.0
ORD5960,CUST1960,24,Male,PROD1160,India,2020-03-10,2025-03-15,4,cancelled,178.84,3,34,Basketball,Sports,4.0
ORD5961,CUST1961,65,Female,PROD1161,Canada,2022-01-21,2022-08-13,1,active,100.8,6,38,Dining Table,Home,4.4
ORD5962,CUST1962,56,Male,PROD1162,USA,2021-10-31,2025-07-25,0,active,469.18,3,12,Smartwatch,Electronics,3.9
ORD5963,CUST1963,21,Male,PROD1163,India,2022-09-26,2023-05-19,1,cancelled,395.18,5,7,Sneakers,Clothing,4.3
ORD5964,CUST1964,39,Female,PROD1164,Canada,2022-11-14,2025-01-05,3,active,66.9,7,5,T-Shirt,Clothing,4.6
ORD5965,CUST1965,39,Female,PROD1165,Pakistan,2021-04-11,2023-12-21,3,cancelled,228.96,7,11,Sneakers,Clothing,4.4
ORD5966,CUST1966,29,Male,PROD1166,USA,2021-05-13,2024-02-19,2,paused,150.3,5,44,Perfume,Beauty,4.5
ORD5967,CUST1967,32,Male,PROD1167,Germany,2021-07-31,2022-05-20,2,cancelled,77.12,3,31,Chair,Home,3.9
ORD5968,CUST1968,54,Female,PROD1168,Pakistan,2021-10-03,2024-12-06,1,active,72.21,6,29,Lamp,Home,4.1
ORD5969,CUST1969,36,Male,PROD1169,India,2023-06-20,2024-11-12,1,cancelled,196.33,3,22,Camera,Electronics,4.3
ORD5970,CUST1970,47,Male,PROD1170,Germany,2022-03-17,2025-03-19,4,active,3.79,6,47,Moisturizer,Beauty,4.5
ORD5971,CUST1971,29,Female,PROD1171,India,2022-04-18,2024-11-14,5,active,106.22,3,36,Dining Table,Home,4.5
ORD5972,CUST1972,62,Female,PROD1172,India,2023-05-01,2025-07-24,2,cancelled,180.75,3,37,Nail Polish,Beauty,3.6
ORD5973,CUST1973,61,Female,PROD1173,Pakistan,2021-09-25,2025-01-18,3,active,296.92,4,28,Camera,Electronics,4.1
ORD5974,CUST1974,63,Male,PROD1174,Canada,2022-02-03,2023-01-23,5,active,29.5,8,14,Jacket,Clothing,4.3
ORD5975,CUST1975,53,Female,PROD1175,India,2022-06-05,2025-05-24,2,active,31.86,9,14,Tablet,Electronics,3.8
ORD5976,CUST1976,43,Female,PROD1176,USA,2023-12-06,2023-07-11,0,active,145.88,7,9,Basketball,Sports,4.6
ORD5977,CUST1977,63,Male,PROD1177,Canada,2021-05-26,2022-03-12,5,active,296.35,4,8,Camera,Electronics,4.1
ORD5978,CUST1978,61,Male,PROD1178,Pakistan,2022-12-14,2023-09-18,0,active,488.66,4,20,Camera,Electronics,4.0
ORD5979,CUST1979,29,Female,PROD1179,Canada,2022-03-07,2025-06-25,1,paused,132.21,4,6,Lipstick,Beauty,4.5
ORD5980,CUST1980,64,Female,PROD1180,Pakistan,2022-04-18,2025-02-26,3,paused,213.5,7,39,Jacket,Clothing,4.3
ORD5981,CUST1981,46,Male,PROD1181,UK,2023-06-27,2025-04-18,3,cancelled,160.9,7,41,Hoodie,Clothing,4.0
ORD5982,CUST1982,67,Male,PROD1182,Pakistan,2020-09-28,2022-11-09,1,cancelled,58.81,7,46,Lipstick,Beauty,4.5
ORD5983,CUST1983,37,Male,PROD1183,UK,2022-10-04,2022-05-15,0,active,211.84,6,30,Camera,Electronics,4.0
ORD5984,CUST1984,25,Male,PROD1184,India,2021-03-14,2022-10-06,1,active,1982.82,1,7,Sneakers,Clothing,4.5
ORD5985,CUST1985,22,Male,PROD1185,Pakistan,2023-06-02,2024-07-03,3,paused,9.93,8,28,Tennis Racket,Sports,4.1
ORD5986,CUST1986,54,Male,PROD1186,Germany,2021-01-04,2024-04-02,3,active,7.25,8,29,Jeans,Clothing,4.3
ORD5987,CUST1987,18,Female,PROD1187,UK,2023-02-19,2023-04-24,4,active,21.48,9,17,Bluetooth Speaker,Electronics,4.1
ORD5988,CUST1988,44,Male,PROD1188,Germany,2023-08-01,2023-07-31,4,active,211.96,1,3,Chair,Home,4.0
ORD5989,CUST1989,62,Female,PROD1189,India,2022-12-25,2024-07-06,0,active,231.71,4,2,Blender,Home,4.1
ORD5990,CUST1990,42,Female,PROD1190,UK,2022-02-24,2022-10-29,1,active,186.02,6,11,Conditioner,Beauty,4.1
ORD5991,CUST1991,53,Female,PROD1191,Pakistan,2021-11-02,2024-09-19,1,paused,437.26,1,8,Smartphone,Electronics,4.4
ORD5992,CUST1992,26,Other,PROD1192,Pakistan,2022-02-13,2024-02-15,1,cancelled,139.94,3,33,Perfume,Beauty,4.0
ORD5993,CUST1993,40,Female,PROD1193,UK,2022-12-20,2023-11-21,2,active,125.24,4,3,Smartphone,Electronics,4.1
ORD5994,CUST1994,49,Female,PROD1194,Pakistan,2020-09-12,2021-03-22,5,active,404.7,1,19,Refrigerator,Home,4.4
ORD5995,CUST1995,32,Female,PROD1195,Pakistan,2020-09-13,2023-07-05,5,active,141.68,8,21,Perfume,Beauty,4.3
ORD5996,CUST1996,39,Male,PROD1196,Canada,2021-11-20,2025-05-06,1,active,297.66,5,27,Cricket Bat,Sports,4.2
ORD5997,CUST1997,53,Female,PROD1197,UK,2022-10-13,2023-10-15,2,active,36.92,5,24,Football,Sports,3.6
ORD5998,CUST1998,68,Female,PROD1198,Canada,2023-05-02,2023-02-05,1,active,11.28,2,32,Cycling Helmet,Sports,4.2
ORD5999,CUST1999,63,Male,PROD1199,Germany,2022-03-11,2023-11-01,4,cancelled,62.25,3,40,Cricket Bat,Sports,4.2
ORD6000,CUST2000,40,Male,PROD1200,USA,2023-03-30,2025-11-01,2,paused,317.92,4,48,Foundation,Beauty,3.9
ORD6001,CUST2001,50,Male,PROD1201,Canada,2023-01-06,2023-05-10,5,active,273.87,6,22,Face Wash,Beauty,4.2
ORD6002,CUST2002,55,Male,PROD1202,Germany,2021-01-09,2024-01-14,5,cancelled,408.29,2,37,Laptop,Electronics,4.5
ORD6003,CUST2003,66,Female,PROD1203,UK,2021-04-19,2024-05-01,0,active,168.28,7,48,Sofa,Home,4.3
ORD6004,CUST2004,55,Male,PROD1204,UK,2021-07-20,2025-02-08,0,active,365.91,3,34,Yoga Mat,Sports,4.2
ORD6005,CUST2005,26,Female,PROD1205,India,2022-05-17,2024-07-02,2,paused,54.74,9,20,Shirt,Clothing,4.1
ORD6006,CUST2006,36,Male,PROD1206,India,2021-07-28,2023-05-09,5,active,343.61,5,5,Perfume,Beauty,4.1
ORD6007,CUST2007,36,Male,PROD1207,Germany,2021-05-29,2023-12-07,3,paused,144.61,8,16,Perfume,Beauty,4.6
ORD6008,CUST2008,46,Male,PROD1208,Pakistan,2021-10-18,2023-12-19,5,cancelled,232.44,5,38,Cricket Bat,Sports,3.8
ORD6009,CUST2009,68,Female,PROD1209,Germany,2021-08-02,2021-11-29,2,active,379.58,3,20,Bluetooth Speaker,Electronics,4.3
ORD6010,CUST2010,40,Other,PROD1210,UK,2021-01-02,2023-08-17,1,active,95.69,9,2,Refrigerator,Home,4.2
ORD6011,CUST2011,57,Male,PROD1211,UK,2021-10-10,2023-11-30,4,active,349.76,5,21,Running Shoes,Sports,4.2
ORD6012,CUST2012,60,Female,PROD1212,Germany,2022-03-17,2025-10-02,2,active,9.35,5,21,Hoodie,Clothing,4.4
ORD6013,CUST2013,55,Male,PROD1213,India,2021-03-04,2022-08-17,2,paused,869.42,1,7,Skirt,Clothing,3.9
ORD6014,CUST2014,50,Male,PROD1214,Canada,2023-07-14,2024-10-04,0,active,328.95,2,48,Smartwatch,Electronics,4.0
ORD6015,CUST2015,40,Female,PROD1215,Canada,2021-11-14,2024-03-17,3,cancelled,204.01,4,12,Yoga Mat,Sports,4.2
ORD6016,CUST2016,27,Female,PROD1216,Pakistan,2020-04-11,2023-09-19,1,paused,246.98,3,16,Lipstick,Beauty,3.7
ORD6017,CUST2017,48,Female,PROD1217,India,2022-10-22,2022-10-30,4,paused,324.78,4,39,T-Shirt,Clothing,4.5
ORD6018,CUST2018,39,Female,PROD1218,UK,2022-10-20,2023-09-02,2,paused,288.74,4,20,Lipstick,Beauty,4.5
ORD6019,CUST2019,67,Female,PROD1219,UK,2021-10-21,2021-08-11,4,cancelled,259.66,6,42,Jacket,Clothing,3.6
ORD6020,CUST2020,36,Male,PROD1220,USA,2022-03-20,2025-03-25,5,active,93.98,8,49,Microwave,Home,4.3
ORD6021,CUST2021,32,Male,PROD1221,UK,2023-03-01,2025-04-03,2,active,617.67,2,46,Yoga Mat,Sports,4.1
ORD6022,CUST2022,32,Male,PROD1222,Germany,2021-07-31,2023-07-09,4,active,208.08,7,39,Football,Sports,3.9
ORD6023,CUST2023,27,Female,PROD1223,USA,2020-08-28,2021-12-25,2,cancelled,352.3,4,18,Refrigerator,Home,3.6
ORD6024,CUST2024,57,Female,PROD1224,USA,2022-06-21,2022-09-13,1,active,1129.55,1,4,Yoga Mat,Sports,4.0
ORD6025,CUST2025,42,Male,PROD1225,Canada,2021-08-16,2024-03-18,3,active,578.42,1,41,Running Shoes,Sports,4.1
ORD6026,CUST2026,27,Male,PROD1226,Canada,2022-08-17,2025-03-15,1,active,179.48,4,37,Smartphone,Electronics,3.7
ORD6027,CUST2027,19,Female,PROD1227,India,2023-05-17,2025-05-04,4,active,157.13,7,5,Sofa,Home,3.9
ORD6028,CUST2028,24,Female,PROD1228,USA,2022-11-21,2024-07-24,0,active,21.02,6,2,Dumbbells,Sports,4.1
ORD6029,CUST2029,53,Female,PROD1229,Canada,2023-10-07,2025-03-27,1,cancelled,251.82,2,25,Shampoo,Beauty,3.9
ORD6030,CUST2030,54,Male,PROD1230,India,2022-10-21,2024-07-08,4,paused,158.76,6,25,Hoodie,Clothing,3.9
ORD6031,CUST2031,37,Female,PROD1231,Germany,2020-12-16,2021-02-02,1,cancelled,384.21,4,14,Gaming Console,Electronics,3.9
ORD6032,CUST2032,49,Female,PROD1232,Germany,2020-11-30,2021-07-16,3,active,456.94,1,20,Sofa,Home,3.8
ORD6033,CUST2033,68,Female,PROD1233,Canada,2021-02-22,2024-03-13,2,cancelled,60.37,8,7,Blender,Home,3.8
ORD6034,CUST2034,56,Female,PROD1234,India,2022-05-16,2023-09-25,3,cancelled,88.97,8,22,Headphones,Electronics,4.1
ORD6035,CUST2035,26,Female,PROD1235,Pakistan,2022-11-26,2023-01-19,1,active,110.67,7,36,Tennis Racket,Sports,4.1
ORD6036,CUST2036,32,Male,PROD1236,UK,2021-03-07,2022-03-02,2,cancelled,791.7,2,23,Shampoo,Beauty,3.3
ORD6037,CUST2037,54,Female,PROD1237,USA,2022-05-01,2025-02-24,2,paused,811.8,2,29,Cycling Helmet,Sports,4.2
ORD6038,CUST2038,63,Female,PROD1238,Canada,2022-01-06,2025-03-04,0,cancelled,71.4,9,27,Sneakers,Clothing,4.0
ORD6039,CUST2039,19,Male,PROD1239,Pakistan,2022-12-05,2023-02-11,0,paused,164.17,6,41,Smartwatch,Electronics,4.3
ORD6040,CUST2040,61,Female,PROD1240,India,2021-03-19,2023-12-31,2,active,439.94,4,46,Skirt,Clothing,4.0
ORD6041,CUST2041,22,Male,PROD1241,USA,2021-07-23,2021-10-16,1,cancelled,156.82,2,47,Shirt,Clothing,4.5
ORD6042,CUST2042,51,Male,PROD1242,Pakistan,2021-07-05,2024-07-16,2,cancelled,62.14,5,33,Running Shoes,Sports,4.1
ORD6043,CUST2043,53,Male,PROD1243,UK,2022-04-21,2024-02-27,1,cancelled,34.67,7,37,Jacket,Clothing,4.0
ORD6044,CUST2044,52,Female,PROD1244,USA,2023-03-14,2024-03-08,2,active,1707.78,1,1,Skirt,Clothing,4.2
ORD6045,CUST2045,39,Male,PROD1245,India,2022-09-25,2023-11-20,2,active,264.01,6,27,Moisturizer,Beauty,3.8
ORD6046,CUST2046,31,Female,PROD1246,India,2021-12-11,2024-03-16,2,active,87.51,5,13,T-Shirt,Clothing,4.2
ORD6047,CUST2047,22,Male,PROD1247,USA,2021-09-22,2024-07-25,0,active,243.13,5,35,Conditioner,Beauty,4.2
ORD6048,CUST2048,61,Female,PROD1248,Germany,2022-01-17,2024-07-15,1,cancelled,880.36,2,27,Bluetooth Speaker,Electronics,3.6
ORD6049,CUST2049,47,Female,PROD1249,Canada,2021-02-07,2022-12-23,4,cancelled,793.56,1,31,Lamp,Home,3.8
ORD6050,CUST2050,29,Female,PROD1250,Canada,2023-07-26,2024-06-11,1,paused,100.04,9,11,Lipstick,Beauty,4.1
ORD6051,CUST2051,38,Female,PROD1251,USA,2022-08-12,2025-07-02,0,active,207.64,7,14,Moisturizer,Beauty,4.1
ORD6052,CUST2052,56,Female,PROD1252,Canada,2022-03-10,2025-05-16,3,cancelled,96.98,8,38,Laptop,Electronics,4.1
ORD6053,CUST2053,23,Female,PROD1253,Pakistan,2022-02-24,2024-12-18,3,paused,149.0,4,1,Conditioner,Beauty,4.1
ORD6054,CUST2054,50,Female,PROD1254,India,2023-04-24,2024-04-22,1,active,451.57,2,21,Laptop,Electronics,4.2
ORD6055,CUST2055,38,Male,PROD1255,Pakistan,2023-07-20,2023-08-10,0,paused,292.96,4,36,Smartphone,Electronics,4.0
ORD6056,CUST2056,40,Male,PROD1256,India,2023-07-25,2024-08-20,2,active,1825.62,1,9,Jeans,Clothing,4.3
ORD6057,CUST2057,50,Male,PROD1257,UK,2021-02-16,2025-07-01,3,active,152.66,6,28,Skirt,Clothing,4.2
ORD6058,CUST2058,61,Male,PROD1258,UK,2021-12-21,2023-02-24,0,cancelled,190.72,2,14,Football,Sports,4.2
ORD6059,CUST2059,22,Female,PROD1259,UK,2022-02-15,2024-05-11,5,cancelled,632.95,2,21,Cycling Helmet,Sports,3.7
ORD6060,CUST2060,49,Male,PROD1260,Canada,2021-03-16,2025-03-19,3,active,181.65,5,38,Dumbbells,Sports,4.1
ORD6061,CUST2061,47,Female,PROD1261,Germany,2022-08-11,2023-11-01,3,active,109.38,9,34,Vacuum Cleaner,Home,4.4
ORD6062,CUST2062,67,Male,PROD1262,Germany,2021-07-31,2024-12-01,4,paused,159.55,6,31,Chair,Home,3.8
ORD6063,CUST2063,20,Female,PROD1263,Canada,2023-01-24,2024-10-15,5,cancelled,688.6,1,21,Face Wash,Beauty,4.0
ORD6064,CUST2064,62,Female,PROD1264,UK,2022-11-26,2023-12-28,3,cancelled,232.71,7,37,Refrigerator,Home,4.2
ORD6065,CUST2065,26,Male,PROD1265,UK,2020-01-12,2024-03-20,5,active,266.97,3,31,Smartphone,Electronics,3.8
ORD6066,CUST2066,40,Male,PROD1266,UK,2022-01-06,2022-01-10,0,active,21.76,9,20,T-Shirt,Clothing,4.2
ORD6067,CUST2067,63,Female,PROD1267,Pakistan,2022-03-25,2025-07-07,5,cancelled,845.1,2,3,Hoodie,Clothing,4.0
ORD6068,CUST2068,30,Female,PROD1268,UK,2021-03-09,2025-04-13,2,active,162.4,7,33,Shampoo,Beauty,3.9
ORD6069,CUST2069,68,Male,PROD1269,UK,2022-02-23,2024-08-15,3,cancelled,168.82,9,45,Bluetooth Speaker,Electronics,4.3
ORD6070,CUST2070,63,Male,PROD1270,Pakistan,2021-01-02,2021-11-24,3,cancelled,51.61,7,24,Foundation,Beauty,3.8
ORD6071,CUST2071,36,Male,PROD1271,Germany,2021-10-09,2024-09-07,4,active,257.69,6,5,Jacket,Clothing,4.0
ORD6072,CUST2072,53,Female,PROD1272,UK,2020-08-10,2021-06-05,1,cancelled,90.01,3,37,Skirt,Clothing,4.2
ORD6073,CUST2073,51,Male,PROD1273,USA,2021-07-04,2023-06-26,4,paused,8.45,8,42,Lamp,Home,4.2
ORD6074,CUST2074,59,Female,PROD1274,USA,2021-02-12,2024-03-19,2,active,135.26,8,36,Skirt,Clothing,3.6
ORD6075,CUST2075,45,Male,PROD1275,India,2023-09-06,2023-12-08,4,active,435.92,3,38,Dumbbells,Sports,4.3
ORD6076,CUST2076,64,Male,PROD1276,India,2022-12-18,2025-04-20,3,active,186.66,7,14,Dumbbells,Sports,4.0
ORD6077,CUST2077,22,Male,PROD1277,Germany,2022-08-13,2024-04-21,5,cancelled,60.8,8,19,Cycling Helmet,Sports,4.2
ORD6078,CUST2078,41,Female,PROD1278,Pakistan,2022-05-17,2022-11-30,1,active,52.29,9,37,Skirt,Clothing,4.1
ORD6079,CUST2079,19,Male,PROD1279,Pakistan,2020-11-24,2024-12-02,1,active,325.42,5,17,Football,Sports,4.0
ORD6080,CUST2080,50,Female,PROD1280,Canada,2021-05-27,2022-05-02,2,cancelled,204.08,9,20,Nail Polish,Beauty,4.3
ORD6081,CUST2081,55,Male,PROD1281,Canada,2021-07-29,2024-08-18,4,active,236.78,6,5,Vacuum Cleaner,Home,4.0
ORD6082,CUST2082,42,Female,PROD1282,Canada,2022-02-06,2022-08-16,5,paused,920.25,1,6,Chair,Home,3.9
ORD6083,CUST2083,54,Male,PROD1283,India,2023-02-21,2025-05-13,1,paused,248.76,5,9,Lamp,Home,4.2
ORD6084,CUST2084,28,Male,PROD1284,USA,2023-02-22,2023-04-15,0,active,44.12,6,11,Cricket Bat,Sports,4.1
ORD6085,CUST2085,19,Female,PROD1285,USA,2023-07-21,2025-02-26,1,paused,1330.98,1,24,Jacket,Clothing,4.4
ORD6086,CUST2086,49,Female,PROD1286,USA,2021-04-11,2022-03-16,0,active,65.75,7,25,Sneakers,Clothing,4.0
ORD6087,CUST2087,45,Female,PROD1287,Germany,2021-06-09,2023-08-13,0,active,573.06,3,31,Tablet,Electronics,3.8
ORD6088,CUST2088,23,Male,PROD1288,Pakistan,2022-05-10,2024-07-11,4,active,384.45,5,23,Lamp,Home,4.0
ORD6089,CUST2089,29,Female,PROD1289,Canada,2020-01-10,2021-06-09,0,active,61.45,9,42,Face Wash,Beauty,3.1
ORD6090,CUST2090,53,Male,PROD1290,USA,2021-11-26,2023-02-22,2,active,476.48,4,15,Gaming Console,Electronics,4.3
ORD6091,CUST2091,22,Female,PROD1291,Germany,2022-08-22,2025-02-18,0,paused,542.87,2,32,Football,Sports,4.2
ORD6092,CUST2092,26,Female,PROD1292,Pakistan,2021-09-26,2023-11-26,3,active,491.48,4,26,Foundation,Beauty,4.4
ORD6093,CUST2093,43,Female,PROD1293,Germany,2023-06-07,2024-02-04,0,active,309.37,3,31,Sneakers,Clothing,4.1
ORD6094,CUST2094,51,Female,PROD1294,Germany,2020-11-22,2022-11-26,3,active,4.8,7,27,Skirt,Clothing,4.2
ORD6095,CUST2095,63,Female,PROD1295,India,2022-08-10,2023-07-18,5,active,247.22,4,31,Lipstick,Beauty,4.1
ORD6096,CUST2096,64,Male,PROD1296,Germany,2022-01-18,2024-02-10,2,active,121.04,7,33,Shampoo,Beauty,4.1
ORD6097,CUST2097,54,Female,PROD1297,Pakistan,2022-01-03,2023-11-21,3,active,146.91,7,24,Perfume,Beauty,4.1
ORD6098,CUST2098,50,Female,PROD1298,Canada,2022-02-04,2023-09-08,3,paused,1319.96,1,39,Cycling Helmet,Sports,3.9
ORD6099,CUST2099,63,Female,PROD1299,Germany,2022-05-07,2025-10-04,1,paused,84.26,4,15,Running Shoes,Sports,3.9
ORD6100,CUST2100,33,Male,PROD1300,USA,2022-05-07,2022-09-30,5,active,313.24,4,45,Gaming Console,Electronics,3.8
ORD6101,CUST2101,18,Female,PROD1301,India,2022-04-27,2024-02-20,5,cancelled,261.8,4,49,Laptop,Electronics,4.0
ORD6102,CUST2102,69,Female,PROD1302,Canada,2023-07-28,2023-12-12,2,active,366.08,4,29,Tennis Racket,Sports,4.2
ORD6103,CUST2103,67,Male,PROD1303,Canada,2023-03-31,2025-06-13,4,active,302.55,5,30,Refrigerator,Home,4.1
ORD6104,CUST2104,38,Other,PROD1304,Pakistan,2021-01-28,2024-10-10,5,active,72.5,2,27,Lipstick,Beauty,4.3
ORD6105,CUST2105,44,Male,PROD1305,India,2021-06-14,2024-06-21,3,active,1194.42,1,29,Running Shoes,Sports,3.7
ORD6106,CUST2106,22,Female,PROD1306,USA,2020-09-13,2023-07-30,2,active,136.82,8,39,Moisturizer,Beauty,4.2
ORD6107,CUST2107,53,Male,PROD1307,Pakistan,2022-08-31,2022-12-28,5,active,1491.08,1,41,Headphones,Electronics,4.3
ORD6108,CUST2108,69,Other,PROD1308,USA,2022-10-16,2023-03-28,0,cancelled,175.08,9,35,Tennis Racket,Sports,4.3
ORD6109,CUST2109,22,Male,PROD1309,UK,2020-11-30,2024-12-01,3,active,446.47,4,14,Skirt,Clothing,4.4
ORD6110,CUST2110,54,Female,PROD1310,UK,2021-12-23,2022-12-25,5,active,204.18,4,43,Headphones,Electronics,3.8
ORD6111,CUST2111,36,Male,PROD1311,USA,2022-08-16,2023-09-03,5,active,964.5,2,9,Chair,Home,4.5
ORD6112,CUST2112,24,Female,PROD1312,UK,2021-01-26,2024-04-03,0,active,134.3,8,44,Shirt,Clothing,3.8
ORD6113,CUST2113,64,Female,PROD1313,UK,2021-12-05,2021-07-30,0,active,228.67,5,19,Smartwatch,Electronics,3.8
ORD6114,CUST2114,19,Male,PROD1314,USA,2022-07-11,2023-04-16,2,paused,360.22,5,33,Smartphone,Electronics,4.1
ORD6115,CUST2115,29,Female,PROD1315,Pakistan,2020-12-27,2023-08-28,3,active,99.05,3,28,Vacuum Cleaner,Home,4.1
ORD6116,CUST2116,61,Female,PROD1316,Germany,2021-05-24,2023-04-09,4,paused,212.47,7,15,Smartphone,Electronics,3.8
ORD6117,CUST2117,59,Male,PROD1317,USA,2022-10-04,2022-05-24,1,active,14.12,8,19,Vacuum Cleaner,Home,3.3
ORD6118,CUST2118,66,Male,PROD1318,India,2020-09-15,2020-09-20,3,cancelled,258.37,4,44,Running Shoes,Sports,4.0
ORD6119,CUST2119,23,Female,PROD1319,USA,2022-08-06,2024-04-05,1,active,141.45,9,37,Tennis Racket,Sports,4.6
ORD6120,CUST2120,41,Male,PROD1320,Pakistan,2023-05-27,2023-11-23,5,cancelled,52.81,9,43,Moisturizer,Beauty,3.9
ORD6121,CUST2121,58,Female,PROD1321,USA,2023-02-28,2024-07-07,0,cancelled,169.81,5,38,Chair,Home,3.7
ORD6122,CUST2122,37,Male,PROD1322,UK,2022-09-25,2023-11-27,1,active,111.99,6,8,Laptop,Electronics,4.2
ORD6123,CUST2123,40,Other,PROD1323,UK,2020-12-19,2022-03-31,0,paused,564.3,3,7,Lipstick,Beauty,4.1
ORD6124,CUST2124,68,Male,PROD1324,USA,2020-12-28,2024-08-03,0,active,244.71,4,23,Face Wash,Beauty,4.1
ORD6125,CUST2125,23,Female,PROD1325,Canada,2020-10-21,2020-10-11,1,active,603.87,1,11,Dumbbells,Sports,3.8
ORD6126,CUST2126,25,Male,PROD1326,Germany,2020-12-10,2022-09-14,1,active,232.11,2,25,Foundation,Beauty,4.1
ORD6127,CUST2127,60,Female,PROD1327,Germany,2023-02-03,2025-03-08,1,paused,50.52,5,7,Microwave,Home,4.6
ORD6128,CUST2128,24,Male,PROD1328,UK,2023-05-17,2024-09-25,5,active,407.04,2,33,Cycling Helmet,Sports,4.1
ORD6129,CUST2129,66,Male,PROD1329,USA,2021-05-28,2022-03-14,3,active,212.92,9,30,Moisturizer,Beauty,4.2
ORD6130,CUST2130,40,Male,PROD1330,Pakistan,2020-03-10,2024-01-25,5,cancelled,119.35,9,9,Conditioner,Beauty,3.9
ORD6131,CUST2131,62,Male,PROD1331,Canada,2021-03-09,2025-05-14,4,active,36.75,5,46,Smartphone,Electronics,4.1
ORD6132,CUST2132,61,Male,PROD1332,India,2022-08-21,2023-01-05,3,cancelled,113.88,6,45,Basketball,Sports,4.1
ORD6133,CUST2133,64,Male,PROD1333,USA,2022-09-12,2024-05-24,4,active,168.95,9,5,Dumbbells,Sports,4.0
ORD6134,CUST2134,40,Female,PROD1334,UK,2021-09-13,2023-11-17,4,paused,9.9,6,36,Hoodie,Clothing,3.7
ORD6135,CUST2135,40,Female,PROD1335,India,2023-08-15,2024-12-08,0,active,200.24,9,29,Dining Table,Home,4.1
ORD6136,CUST2136,21,Female,PROD1336,Germany,2022-11-10,2024-06-18,3,active,45.59,8,45,Lipstick,Beauty,4.1
ORD6137,CUST2137,19,Female,PROD1337,USA,2022-01-09,2023-05-03,3,active,42.19,4,46,Sneakers,Clothing,4.1
ORD6138,CUST2138,52,Male,PROD1338,Pakistan,2021-06-14,2023-10-01,2,paused,198.73,6,24,Foundation,Beauty,3.3
ORD6139,CUST2139,53,Male,PROD1339,Germany,2023-06-03,2025-06-04,4,active,339.6,1,42,T-Shirt,Clothing,4.1
ORD6140,CUST2140,61,Female,PROD1340,Pakistan,2022-09-09,2022-11-16,1,active,72.73,8,39,Sneakers,Clothing,4.1
ORD6141,CUST2141,32,Female,PROD1341,UK,2021-04-02,2022-09-09,5,cancelled,215.41,4,45,Microwave,Home,4.4
ORD6142,CUST2142,53,Female,PROD1342,India,2022-03-08,2022-12-22,5,cancelled,91.74,8,47,Smartwatch,Electronics,4.3
ORD6143,CUST2143,24,Other,PROD1343,Canada,2023-05-08,2023-11-12,1,active,57.28,9,49,Bluetooth Speaker,Electronics,4.1
ORD6144,CUST2144,47,Female,PROD1344,USA,2023-03-07,2025-05-24,4,active,155.31,5,29,Tablet,Electronics,3.7
ORD6145,CUST2145,62,Female,PROD1345,UK,2020-10-18,2021-04-29,3,active,776.04,1,18,Dress,Clothing,4.8
ORD6146,CUST2146,49,Female,PROD1346,India,2021-12-03,2024-11-10,0,cancelled,269.9,3,37,Blender,Home,4.5
ORD6147,CUST2147,60,Female,PROD1347,Germany,2022-06-19,2025-07-15,5,cancelled,224.54,2,14,Moisturizer,Beauty,4.0
ORD6148,CUST2148,48,Female,PROD1348,Pakistan,2021-11-04,2022-07-02,4,cancelled,211.38,5,16,Tennis Racket,Sports,4.1
ORD6149,CUST2149,36,Female,PROD1349,UK,2022-10-10,2025-04-22,3,active,64.8,9,16,Lamp,Home,3.9
ORD6150,CUST2150,30,Female,PROD1350,UK,2023-03-03,2024-03-21,5,active,189.04,7,46,Hoodie,Clothing,4.1
ORD6151,CUST2151,57,Male,PROD1351,Germany,2021-12-24,2024-12-16,4,active,309.54,5,17,Smartwatch,Electronics,4.2
ORD6152,CUST2152,21,Male,PROD1352,Pakistan,2020-12-20,2025-07-24,3,active,221.26,9,2,Running Shoes,Sports,4.1
ORD6153,CUST2153,20,Male,PROD1353,USA,2023-01-31,2025-08-02,0,paused,235.28,8,27,Conditioner,Beauty,3.5
ORD6154,CUST2154,48,Female,PROD1354,Pakistan,2023-05-31,2025-12-03,4,active,1010.74,1,39,Sneakers,Clothing,4.3
ORD6155,CUST2155,61,Other,PROD1355,Germany,2023-05-18,2023-06-23,2,active,38.46,1,32,Yoga Mat,Sports,3.9
ORD6156,CUST2156,53,Male,PROD1356,UK,2022-11-14,2024-10-26,5,paused,38.54,6,6,Dress,Clothing,4.2
ORD6157,CUST2157,49,Female,PROD1357,USA,2021-01-24,2023-10-25,0,paused,373.1,4,45,Laptop,Electronics,3.8
