priority_rank,customer_id,customer_segment,retention_priority,churn_probability,churn_probability_percent,risk_score,risk_segment,risk_level,churn_prediction,reason,days_since_purchase,customer_value,total_orders,total_revenue,revenue_at_risk,priority_score,recommended_action,needs_immediate_attention,high_value_risk
1112,CUST2958,LOYAL_ACTIVE,LOW,0.2128780930599673,21.29,21.29,LOW,LOW,0,Long time since last purchase,942,3138.4512000000004,1,1705.68,363.1,21.439175525228933,Maintain relationship and encourage repeat purchase,False,False
1113,CUST1674,LOYAL_ACTIVE,LOW,0.2196040603355335,21.96,21.96,LOW,LOW,0,Long time since last purchase,311,2830.058,1,1505.35,330.58,21.32446225947385,Maintain relationship and encourage repeat purchase,False,False
1114,CUST2303,LOYAL_ACTIVE,LOW,0.2201186393388421,22.01,22.01,LOW,LOW,0,Long time since last purchase,695,2677.536,1,1487.52,327.43,21.303766228469573,Maintain relationship and encourage repeat purchase,False,False
1115,CUST2087,LOYAL_ACTIVE,LOW,0.2103691218301619,21.04,21.04,LOW,LOW,0,Long time since last purchase,848,3025.7568,1,1719.1799999999998,361.66,21.237619968291867,Maintain relationship and encourage repeat purchase,False,False
1116,CUST2684,LOYAL_ACTIVE,LOW,0.2165658345965811,21.66,21.66,LOW,LOW,0,Long time since last purchase,377,2730.965,1,1534.25,332.27,21.14221534298167,Maintain relationship and encourage repeat purchase,False,False
1117,CUST2246,LOYAL_ACTIVE,LOW,0.2191023277161777,21.91,21.91,LOW,LOW,0,Long time since last purchase,481,2435.1648,1,1399.52,306.64,20.858295110726253,Maintain relationship and encourage repeat purchase,False,False
1118,CUST2833,LOYAL_ACTIVE,LOW,0.217913564378612,21.79,21.79,LOW,LOW,0,Long time since last purchase,133,2362.4676000000004,1,1357.7400000000002,295.87,20.581165053442547,Maintain relationship and encourage repeat purchase,False,False
1119,CUST2475,LOYAL_ACTIVE,LOW,0.2332956982776333,23.33,23.33,LOW,LOW,0,Long time since last purchase,1104,1825.5328,1,1003.04,234.0,20.543929142671196,Maintain relationship and encourage repeat purchase,False,False
1120,CUST2752,LOYAL_ACTIVE,LOW,0.2242933114064925,22.43,22.43,LOW,LOW,0,Long time since last purchase,679,2267.7450000000003,1,1193.5500000000002,267.71,20.52071929320294,Maintain relationship and encourage repeat purchase,False,False
1121,CUST2357,LOYAL_ACTIVE,LOW,0.2318848174621937,23.19,23.19,LOW,LOW,0,Long time since last purchase,814,1764.4176,1,1002.51,232.47,20.417619441561566,Maintain relationship and encourage repeat purchase,False,False
1122,CUST1692,LOYAL_ACTIVE,LOW,0.2166807962037847,21.67,21.67,LOW,LOW,0,Long time since last purchase,984,2410.1532,1,1324.26,286.94,20.334084331415298,Maintain relationship and encourage repeat purchase,False,False
1123,CUST2844,LOYAL_ACTIVE,LOW,0.1999561356609369,20.0,20.0,LOW,LOW,0,Long time since last purchase,655,3079.35,1,1710.75,342.07,20.155987941331542,Maintain relationship and encourage repeat purchase,False,False
1124,CUST1780,LOYAL_ACTIVE,LOW,0.2025825815999047,20.26,20.26,LOW,LOW,0,Long time since last purchase,765,2773.5516,1,1612.53,326.67,20.062558191017203,Maintain relationship and encourage repeat purchase,False,False
1125,CUST1332,LOYAL_ACTIVE,LOW,0.2096883055495963,20.97,20.97,LOW,LOW,0,Long time since last purchase,483,2610.2496,1,1403.36,294.27,19.976588523355126,Maintain relationship and encourage repeat purchase,False,False
1126,CUST2778,LOYAL_ACTIVE,LOW,0.1886312535927133,18.86,18.86,LOW,LOW,0,Long time since last purchase,581,3483.6024,1,1957.08,369.17,19.85118867575982,Maintain relationship and encourage repeat purchase,False,False
1127,CUST2735,LOYAL_ACTIVE,LOW,0.1910395787231013,19.1,19.1,LOW,LOW,0,Long time since last purchase,549,3237.0096,1,1839.21,351.36,19.69909779818506,Maintain relationship and encourage repeat purchase,False,False
1128,CUST1338,LOYAL_ACTIVE,LOW,0.2055831486409718,20.56,20.56,LOW,LOW,0,Long time since last purchase,572,2511.072,1,1395.04,286.8,19.554728265963465,Maintain relationship and encourage repeat purchase,False,False
1129,CUST2846,LOYAL_ACTIVE,LOW,0.2435843785139769,24.36,24.36,LOW,LOW,0,Long time since last purchase,639,974.4768,1,553.68,134.87,19.479275579750848,Maintain relationship and encourage repeat purchase,False,False
1130,CUST1766,LOYAL_ACTIVE,LOW,0.1880091514020204,18.8,18.8,LOW,LOW,0,Long time since last purchase,224,3266.946,1,1814.97,341.23,19.30457462687782,Maintain relationship and encourage repeat purchase,False,False
1131,CUST2119,LOYAL_ACTIVE,LOW,0.2075485059523799,20.75,20.75,LOW,LOW,0,Long time since last purchase,612,2444.256,1,1273.05,264.22,19.28574456261721,Maintain relationship and encourage repeat purchase,False,False
1132,CUST1808,LOYAL_ACTIVE,LOW,0.1841086502648818,18.41,18.41,LOW,LOW,0,Long time since last purchase,955,3583.1412,1,1926.42,354.67,19.273530208551207,Maintain relationship and encourage repeat purchase,False,False
1133,CUST2773,LOYAL_ACTIVE,LOW,0.2409044744368223,24.09,24.09,LOW,LOW,0,Long time since last purchase,650,1020.7032,1,554.73,133.64,19.269535827581727,Maintain relationship and encourage repeat purchase,False,False
1134,CUST2415,LOYAL_ACTIVE,LOW,0.1900465966464279,19.0,19.0,LOW,LOW,0,Long time since last purchase,356,3136.3904,1,1704.56,323.95,19.13606494377808,Maintain relationship and encourage repeat purchase,False,False
1135,CUST2698,LOYAL_ACTIVE,LOW,0.2475072442532746,24.75,24.75,LOW,LOW,0,Long time since last purchase,1127,697.7052,1,400.98,99.25,19.11252890809785,Maintain relationship and encourage repeat purchase,False,False
1136,CUST1809,LOYAL_ACTIVE,LOW,0.1887472547043438,18.87,18.87,LOW,LOW,0,Long time since last purchase,877,3282.44,1,1727.6,326.08,19.083462206382173,Maintain relationship and encourage repeat purchase,False,False
1137,CUST1610,LOYAL_ACTIVE,LOW,0.2424111808693111,24.24,24.24,LOW,LOW,0,Long time since last purchase,1190,836.3303999999999,1,449.64,109.0,18.931355732188607,Maintain relationship and encourage repeat purchase,False,False
1138,CUST1572,LOYAL_ACTIVE,LOW,0.2475603124533716,24.76,24.76,LOW,LOW,0,Long time since last purchase,238,614.901,1,345.45,85.52,18.869031496146338,Maintain relationship and encourage repeat purchase,False,False
1139,CUST2549,LOYAL_ACTIVE,LOW,0.1858218795101096,18.58,18.58,LOW,LOW,0,Long time since last purchase,545,3124.476,1,1735.82,322.55,18.81512738368652,Maintain relationship and encourage repeat purchase,False,False
1140,CUST1519,LOYAL_ACTIVE,LOW,0.1984229369594766,19.84,19.84,LOW,LOW,0,Long time since last purchase,1296,2376.0330000000004,1,1334.85,264.86,18.65847809793651,Maintain relationship and encourage repeat purchase,False,False
1141,CUST1020,LOYAL_ACTIVE,LOW,0.1919683836716401,19.2,19.2,LOW,LOW,0,Long time since last purchase,685,2759.142,1,1452.18,278.77,18.45711250010259,Maintain relationship and encourage repeat purchase,False,False
1142,CUST2766,LOYAL_ACTIVE,LOW,0.2098229689203509,20.98,20.98,LOW,LOW,0,Long time since last purchase,161,1776.96,1,987.2,207.14,18.41721687026595,Maintain relationship and encourage repeat purchase,False,False
1143,CUST2811,LOYAL_ACTIVE,LOW,0.2327216087620596,23.27,23.27,LOW,LOW,0,Long time since last purchase,612,824.998,1,479.65,111.62,18.300259459423227,Maintain relationship and encourage repeat purchase,False,False
1144,CUST1103,LOYAL_ACTIVE,LOW,0.2346112082617618,23.46,23.46,LOW,LOW,0,Long time since last purchase,187,775.9280000000001,1,421.7000000000001,98.94,18.204224758856043,Maintain relationship and encourage repeat purchase,False,False
1145,CUST1537,LOYAL_ACTIVE,LOW,0.1762762833166043,17.63,17.63,LOW,LOW,0,Long time since last purchase,454,3334.2176,1,1773.52,312.63,17.968323495391964,Maintain relationship and encourage repeat purchase,False,False
1146,CUST2868,LOYAL_ACTIVE,LOW,0.1944671282257786,19.45,19.45,LOW,LOW,0,Long time since last purchase,1073,2168.3376,1,1232.01,239.59,17.926578628663137,Maintain relationship and encourage repeat purchase,False,False
1147,CUST2011,LOYAL_ACTIVE,LOW,0.1745534793201411,17.46,17.46,LOW,LOW,0,Long time since last purchase,739,3217.792,1,1748.8,305.26,17.715028467605112,Maintain relationship and encourage repeat purchase,False,False
1148,CUST2049,LOYAL_ACTIVE,LOW,0.2100638846637018,21.01,21.01,LOW,LOW,0,Long time since last purchase,1081,1396.6655999999998,1,793.56,166.7,17.70594835757701,Maintain relationship and encourage repeat purchase,False,False
1149,CUST1206,LOYAL_ACTIVE,LOW,0.1797983496474723,17.98,17.98,LOW,LOW,0,Long time since last purchase,757,2903.7408,1,1578.12,283.74,17.69469624836079,Maintain relationship and encourage repeat purchase,False,False
1150,CUST1015,LOYAL_ACTIVE,LOW,0.1994075754086929,19.94,19.94,LOW,LOW,0,Long time since last purchase,754,1883.7036000000005,1,1001.97,199.8,17.555980734141517,Maintain relationship and encourage repeat purchase,False,False
1151,CUST2973,LOYAL_ACTIVE,LOW,0.1734359054807191,17.34,17.34,LOW,LOW,0,Long time since last purchase,2,3289.584,1,1731.36,300.28,17.547132116320277,Maintain relationship and encourage repeat purchase,False,False
1152,CUST2531,LOYAL_ACTIVE,LOW,0.2237553929212843,22.38,22.38,LOW,LOW,0,Long time since last purchase,803,836.6175999999999,1,459.68,102.86,17.514898294560602,Maintain relationship and encourage repeat purchase,False,False
1153,CUST1153,LOYAL_ACTIVE,LOW,0.1868158553500474,18.68,18.68,LOW,LOW,0,Long time since last purchase,488,2433.4194,1,1308.29,244.41,17.477774868681617,Maintain relationship and encourage repeat purchase,False,False
1154,CUST2021,LOYAL_ACTIVE,LOW,0.1886034104802448,18.86,18.86,LOW,LOW,0,Long time since last purchase,249,2248.3188,1,1235.34,232.99,17.39728368674345,Maintain relationship and encourage repeat purchase,False,False
1155,CUST1627,LOYAL_ACTIVE,LOW,0.2007107813713897,20.07,20.07,LOW,LOW,0,Long time since last purchase,882,1514.496,1,890.88,178.81,17.26927479586644,Maintain relationship and encourage repeat purchase,False,False
1156,CUST1201,LOYAL_ACTIVE,LOW,0.2031346667434402,20.31,20.31,LOW,LOW,0,Long time since last purchase,305,1466.9952,1,833.52,169.32,17.268076877900924,Maintain relationship and encourage repeat purchase,False,False
1157,CUST2981,LOYAL_ACTIVE,LOW,0.2311908932140653,23.12,23.12,LOW,LOW,0,Long time since last purchase,696,417.486,1,245.58,56.78,17.20570104783324,Maintain relationship and encourage repeat purchase,False,False
1158,CUST1163,LOYAL_ACTIVE,LOW,0.1739219520224266,17.39,17.39,LOW,LOW,0,Long time since last purchase,352,2848.5696,1,1600.32,278.33,17.185939971342155,Maintain relationship and encourage repeat purchase,False,False
1159,CUST2253,LOYAL_ACTIVE,LOW,0.2428723876366533,24.29,24.29,LOW,LOW,0,Long time since last purchase,823,73.24480000000001,1,38.96,9.46,17.171396870848724,Maintain relationship and encourage repeat purchase,False,False
1160,CUST2376,LOYAL_ACTIVE,LOW,0.2221408564106297,22.21,22.21,LOW,LOW,0,Long time since last purchase,203,710.5760000000001,1,399.2000000000001,88.68,17.14656618696564,Maintain relationship and encourage repeat purchase,False,False
1161,CUST1463,LOYAL_ACTIVE,LOW,0.1766909249773347,17.67,17.67,LOW,LOW,0,Long time since last purchase,947,2480.0068,1,1493.98,263.97,17.12121257998025,Maintain relationship and encourage repeat purchase,False,False
1162,CUST2798,LOYAL_ACTIVE,LOW,0.2284809979198411,22.85,22.85,LOW,LOW,0,Long time since last purchase,314,425.4936,1,247.38,56.52,17.0113270102784,Maintain relationship and encourage repeat purchase,False,False
1163,CUST1458,LOYAL_ACTIVE,LOW,0.1777841819297003,17.78,17.78,LOW,LOW,0,Long time since last purchase,223,2403.9312000000004,1,1365.87,242.83,16.817109422351706,Maintain relationship and encourage repeat purchase,False,False
1164,CUST1196,LOYAL_ACTIVE,LOW,0.2233975400902536,22.34,22.34,LOW,LOW,0,Long time since last purchase,1085,498.31200000000007,1,276.84000000000003,61.85,16.75145298486989,Maintain relationship and encourage repeat purchase,False,False
1165,CUST2248,LOYAL_ACTIVE,LOW,0.2168471836001735,21.68,21.68,LOW,LOW,0,Long time since last purchase,267,740.9268000000001,1,394.11,85.46,16.71803216097036,Maintain relationship and encourage repeat purchase,False,False
1166,CUST1830,LOYAL_ACTIVE,LOW,0.1842409370382815,18.42,18.42,LOW,LOW,0,Long time since last purchase,775,2101.3536,1,1142.04,210.41,16.685351830661197,Maintain relationship and encourage repeat purchase,False,False
1167,CUST1844,LOYAL_ACTIVE,LOW,0.2154968524978215,21.55,21.55,LOW,LOW,0,Long time since last purchase,217,724.14,1,402.3,86.69,16.64565545057402,Maintain relationship and encourage repeat purchase,False,False
1168,CUST1273,LOYAL_ACTIVE,LOW,0.1716996420474366,17.17,17.17,LOW,LOW,0,Long time since last purchase,919,2670.6240000000003,1,1483.68,254.75,16.60581430041283,Maintain relationship and encourage repeat purchase,False,False
1169,CUST1776,LOYAL_ACTIVE,LOW,0.1602350650105602,16.02,16.02,LOW,LOW,0,Long time since last purchase,433,3546.73,1,1866.7,299.11,16.60200713209297,Maintain relationship and encourage repeat purchase,False,False
1170,CUST2839,LOYAL_ACTIVE,LOW,0.1784199963856637,17.84,17.84,LOW,LOW,0,Long time since last purchase,194,2262.6648,1,1271.16,226.8,16.572992155979883,Maintain relationship and encourage repeat purchase,False,False
1171,CUST2296,LOYAL_ACTIVE,LOW,0.1736003188043514,17.36,17.36,LOW,LOW,0,Long time since last purchase,561,2549.7248,1,1385.72,240.56,16.483367068972377,Maintain relationship and encourage repeat purchase,False,False
1172,CUST2683,LOYAL_ACTIVE,LOW,0.2118670398157396,21.19,21.19,LOW,LOW,0,Long time since last purchase,231,791.292,1,430.05,91.11,16.471151801133868,Maintain relationship and encourage repeat purchase,False,False
1173,CUST2139,LOYAL_ACTIVE,LOW,0.2155308520913068,21.55,21.55,LOW,LOW,0,Long time since last purchase,187,618.072,1,339.6,73.19,16.404964445392782,Maintain relationship and encourage repeat purchase,False,False
1174,CUST2290,LOYAL_ACTIVE,LOW,0.2165471845431733,21.65,21.65,LOW,LOW,0,Long time since last purchase,558,563.0352,1,309.36,66.99,16.364475120305197,Maintain relationship and encourage repeat purchase,False,False
1175,CUST1833,LOYAL_ACTIVE,LOW,0.1570638955193983,15.71,15.71,LOW,LOW,0,Long time since last purchase,591,3520.6452,1,1892.82,297.29,16.34725569899757,Maintain relationship and encourage repeat purchase,False,False
1176,CUST2448,LOYAL_ACTIVE,LOW,0.1639070082154231,16.39,16.39,LOW,LOW,0,Long time since last purchase,217,2783.906,1,1618.55,265.29,16.250105346592896,Maintain relationship and encourage repeat purchase,False,False
1177,CUST2471,LOYAL_ACTIVE,LOW,0.2183938449605377,21.84,21.84,LOW,LOW,0,Long time since last purchase,244,438.29239999999993,1,240.82,52.59,16.234465641013824,Maintain relationship and encourage repeat purchase,False,False
1178,CUST1851,LOYAL_ACTIVE,LOW,0.1789079543301975,17.89,17.89,LOW,LOW,0,Long time since last purchase,189,2110.02,1,1146.75,205.16,16.217515439035513,Maintain relationship and encourage repeat purchase,False,False
1179,CUST2168,LOYAL_ACTIVE,LOW,0.1712546522232712,17.13,17.13,LOW,LOW,0,Long time since last purchase,1103,2384.856,1,1324.92,226.9,16.073218590365926,Maintain relationship and encourage repeat purchase,False,False
1180,CUST2878,LOYAL_ACTIVE,LOW,0.1697547552284282,16.98,16.98,LOW,LOW,0,Long time since last purchase,688,2526.0288,1,1358.08,230.54,16.033764938155045,Maintain relationship and encourage repeat purchase,False,False
1181,CUST2092,LOYAL_ACTIVE,LOW,0.15143654811749,15.14,15.14,LOW,LOW,0,Long time since last purchase,743,3695.9296,1,1965.92,297.71,15.960903589028774,Maintain relationship and encourage repeat purchase,False,False
1182,CUST1323,LOYAL_ACTIVE,LOW,0.1500057792102251,15.0,15.0,LOW,LOW,0,Long time since last purchase,476,3676.4672,1,1998.08,299.72,15.896940333165984,Maintain relationship and encourage repeat purchase,False,False
1183,CUST2623,LOYAL_ACTIVE,LOW,0.1579926384408501,15.8,15.8,LOW,LOW,0,Long time since last purchase,508,2847.636,1,1675.08,264.65,15.82457609755026,Maintain relationship and encourage repeat purchase,False,False
1184,CUST1278,LOYAL_ACTIVE,LOW,0.1567903739252263,15.68,15.68,LOW,LOW,0,Long time since last purchase,234,3149.0312000000004,1,1711.43,268.34,15.80685698176148,Maintain relationship and encourage repeat purchase,False,False
1185,CUST2156,LOYAL_ACTIVE,LOW,0.212721669184494,21.27,21.27,LOW,LOW,0,Long time since last purchase,408,425.4816,1,231.24,49.19,15.776195461071083,Maintain relationship and encourage repeat purchase,False,False
1186,CUST1295,LOYAL_ACTIVE,LOW,0.1602508800641419,16.03,16.03,LOW,LOW,0,Long time since last purchase,186,2968.52,1,1579.0,253.04,15.773611971197012,Maintain relationship and encourage repeat purchase,False,False
1187,CUST1788,LOYAL_ACTIVE,LOW,0.1514206238828431,15.14,15.14,LOW,LOW,0,Long time since last purchase,1045,3457.9968000000003,1,1839.36,278.52,15.614268000502998,Maintain relationship and encourage repeat purchase,False,False
1188,CUST2477,LOYAL_ACTIVE,LOW,0.1539684107556067,15.4,15.4,LOW,LOW,0,Long time since last purchase,732,3019.859,1,1696.55,261.22,15.481122126237484,Maintain relationship and encourage repeat purchase,False,False
1189,CUST1106,LOYAL_ACTIVE,LOW,0.1453083678871051,14.53,14.53,LOW,LOW,0,Long time since last purchase,290,3646.5120000000006,1,1981.8,287.97,15.356559764508983,Maintain relationship and encourage repeat purchase,False,False
1190,CUST1493,LOYAL_ACTIVE,LOW,0.1573977439100954,15.74,15.74,LOW,LOW,0,Long time since last purchase,139,2667.078,1,1481.71,233.22,15.217028236066087,Maintain relationship and encourage repeat purchase,False,False
1191,CUST1713,LOYAL_ACTIVE,LOW,0.1502264046392769,15.02,15.02,LOW,LOW,0,Long time since last purchase,329,3198.176999999999,1,1719.4499999999998,258.31,15.166786398666968,Maintain relationship and encourage repeat purchase,False,False
1192,CUST2378,LOYAL_ACTIVE,LOW,0.1873375606349757,18.73,18.73,LOW,LOW,0,Long time since last purchase,154,1001.04,1,582.0,109.03,15.076742473511185,Maintain relationship and encourage repeat purchase,False,False
1193,CUST1058,LOYAL_ACTIVE,LOW,0.1559003495684641,15.59,15.59,LOW,LOW,0,Long time since last purchase,935,2716.0240000000003,1,1476.1,230.12,15.056394333792776,Maintain relationship and encourage repeat purchase,False,False
1194,CUST2088,LOYAL_ACTIVE,LOW,0.1435226542009119,14.35,14.35,LOW,LOW,0,Long time since last purchase,515,3460.05,1,1922.25,275.89,15.014056295450239,Maintain relationship and encourage repeat purchase,False,False
1195,CUST2579,LOYAL_ACTIVE,LOW,0.1613409275350841,16.13,16.13,LOW,LOW,0,Long time since last purchase,975,2296.35,1,1275.75,205.83,14.999887085926161,Maintain relationship and encourage repeat purchase,False,False
1196,CUST2116,LOYAL_ACTIVE,LOW,0.1545788182352475,15.46,15.46,LOW,LOW,0,Long time since last purchase,974,2617.6304,1,1487.29,229.9,14.959925983809867,Maintain relationship and encourage repeat purchase,False,False
1197,CUST1476,LOYAL_ACTIVE,LOW,0.1434519991401441,14.35,14.35,LOW,LOW,0,Long time since last purchase,532,3578.004,1,1883.16,270.14,14.905580210369088,Maintain relationship and encourage repeat purchase,False,False
1198,CUST2904,LOYAL_ACTIVE,LOW,0.1659647268879173,16.6,16.6,LOW,LOW,0,Long time since last purchase,458,1965.856,1,1068.4,177.32,14.810223148295925,Maintain relationship and encourage repeat purchase,False,False
1199,CUST2686,LOYAL_ACTIVE,LOW,0.1440284245996055,14.4,14.4,LOW,LOW,0,Long time since last purchase,884,3319.8752,1,1804.28,259.87,14.76101599764488,Maintain relationship and encourage repeat purchase,False,False
1200,CUST1522,LOYAL_ACTIVE,LOW,0.1720691366550434,17.21,17.21,LOW,LOW,0,Long time since last purchase,560,1548.0304,1,869.68,149.65,14.739326355995757,Maintain relationship and encourage repeat purchase,False,False
1201,CUST1790,LOYAL_ACTIVE,LOW,0.1431109278336166,14.31,14.31,LOW,LOW,0,Long time since last purchase,959,3441.8288,1,1830.76,262.0,14.735142422575635,Maintain relationship and encourage repeat purchase,False,False
1202,CUST1062,LOYAL_ACTIVE,LOW,0.1519132946411768,15.19,15.19,LOW,LOW,0,Long time since last purchase,675,2670.9840000000004,1,1483.88,225.42,14.692675778467223,Maintain relationship and encourage repeat purchase,False,False
1203,CUST1687,LOYAL_ACTIVE,LOW,0.1444789566559131,14.45,14.45,LOW,LOW,0,Long time since last purchase,470,3074.2920000000004,1,1707.94,246.76,14.556504315299936,Maintain relationship and encourage repeat purchase,False,False
1204,CUST1603,LOYAL_ACTIVE,LOW,0.1543713773062597,15.44,15.44,LOW,LOW,0,Long time since last purchase,183,2426.112,1,1347.84,208.07,14.5523503467873,Maintain relationship and encourage repeat purchase,False,False
1205,CUST2946,LOYAL_ACTIVE,LOW,0.160337560215031,16.03,16.03,LOW,LOW,0,Long time since last purchase,748,2159.4432,1,1148.64,184.17,14.539657495310006,Maintain relationship and encourage repeat purchase,False,False
1206,CUST1468,LOYAL_ACTIVE,LOW,0.1581533812727013,15.82,15.82,LOW,LOW,0,Long time since last purchase,828,2306.88,1,1201.5,190.02,14.492095725927847,Maintain relationship and encourage repeat purchase,False,False
1207,CUST1819,LOYAL_ACTIVE,LOW,0.1555903790604669,15.56,15.56,LOW,LOW,0,Long time since last purchase,208,2411.3632,1,1282.64,199.57,14.484635780532603,Maintain relationship and encourage repeat purchase,False,False
1208,CUST2083,LOYAL_ACTIVE,LOW,0.1560921414716727,15.61,15.61,LOW,LOW,0,Long time since last purchase,209,2288.592,1,1243.8,194.15,14.422170653476222,Maintain relationship and encourage repeat purchase,False,False
1209,CUST2887,LOYAL_ACTIVE,LOW,0.1639466433096023,16.39,16.39,LOW,LOW,0,Long time since last purchase,410,1740.867,1,935.95,153.45,14.239171800448641,Maintain relationship and encourage repeat purchase,False,False
1210,CUST1416,LOYAL_ACTIVE,LOW,0.1402898047400643,14.03,14.03,LOW,LOW,0,Long time since last purchase,433,3223.6032,1,1733.12,243.14,14.198084648913095,Maintain relationship and encourage repeat purchase,False,False
1211,CUST1738,LOYAL_ACTIVE,LOW,0.1379676230270846,13.8,13.8,LOW,LOW,0,Long time since last purchase,792,3225.744,1,1792.08,247.25,14.109533537474189,Maintain relationship and encourage repeat purchase,False,False
1212,CUST1399,LOYAL_ACTIVE,LOW,0.1621906979813777,16.22,16.22,LOW,LOW,0,Long time since last purchase,685,1662.0603999999998,1,913.22,148.12,14.020287604810305,Maintain relationship and encourage repeat purchase,False,False
1213,CUST1089,LOYAL_ACTIVE,LOW,0.1433075473292209,14.33,14.33,LOW,LOW,0,Long time since last purchase,883,2830.656,1,1538.4,220.46,14.000967389255717,Maintain relationship and encourage repeat purchase,False,False
1214,CUST2780,LOYAL_ACTIVE,LOW,0.1525705927779985,15.26,15.26,LOW,LOW,0,Long time since last purchase,246,2083.1712,1,1183.62,180.59,13.931510952741712,Maintain relationship and encourage repeat purchase,False,False
1215,CUST1562,LOYAL_ACTIVE,LOW,0.1861690978578366,18.62,18.62,LOW,LOW,0,Long time since last purchase,485,494.3136,1,265.76,49.48,13.922736992890274,Maintain relationship and encourage repeat purchase,False,False
1216,CUST1740,LOYAL_ACTIVE,LOW,0.1796126608798338,17.96,17.96,LOW,LOW,0,Long time since last purchase,484,726.8448000000001,1,412.98,74.18,13.908516265549522,Maintain relationship and encourage repeat purchase,False,False
1217,CUST2181,LOYAL_ACTIVE,LOW,0.196264457820813,19.63,19.63,LOW,LOW,0,Long time since last purchase,742,61.752,1,33.2,6.52,13.855906326586416,Maintain relationship and encourage repeat purchase,False,False
1218,CUST1235,LOYAL_ACTIVE,LOW,0.1681256404336192,16.81,16.81,LOW,LOW,0,Long time since last purchase,1134,1219.1919999999998,1,641.68,107.88,13.711202013250748,Maintain relationship and encourage repeat purchase,False,False
1219,CUST1563,LOYAL_ACTIVE,LOW,0.1334770771270786,13.35,13.35,LOW,LOW,0,Long time since last purchase,620,3376.5324,1,1815.34,242.31,13.706249352249882,Maintain relationship and encourage repeat purchase,False,False
1220,CUST2097,LOYAL_ACTIVE,LOW,0.1547261049686638,15.47,15.47,LOW,LOW,0,Long time since last purchase,748,1871.6334,1,1028.37,159.12,13.695823926807535,Maintain relationship and encourage repeat purchase,False,False
1221,CUST2568,LOYAL_ACTIVE,LOW,0.1303811111350813,13.04,13.04,LOW,LOW,0,Long time since last purchase,866,3615.3936,1,1943.76,253.43,13.689750196601498,Maintain relationship and encourage repeat purchase,False,False
1222,CUST1615,LOYAL_ACTIVE,LOW,0.1341096710099344,13.41,13.41,LOW,LOW,0,Long time since last purchase,426,3353.063,1,1764.77,236.67,13.648981271551257,Maintain relationship and encourage repeat purchase,False,False
1223,CUST1157,LOYAL_ACTIVE,LOW,0.1460607135342824,14.61,14.61,LOW,LOW,0,Long time since last purchase,524,2304.3524,1,1294.58,189.09,13.628864094730789,Maintain relationship and encourage repeat purchase,False,False
1224,CUST1349,LOYAL_ACTIVE,LOW,0.1531143423338092,15.31,15.31,LOW,LOW,0,Long time since last purchase,378,1840.1640000000004,1,1033.8000000000002,158.29,13.568056178613494,Maintain relationship and encourage repeat purchase,False,False
1225,CUST1992,LOYAL_ACTIVE,LOW,0.1740007521055417,17.4,17.4,LOW,LOW,0,Long time since last purchase,662,755.676,1,419.82,73.05,13.4953367103343,Maintain relationship and encourage repeat purchase,False,False
1226,CUST2933,LOYAL_ACTIVE,LOW,0.1422179271080837,14.22,14.22,LOW,LOW,0,Long time since last purchase,341,2569.4784,1,1381.44,196.47,13.492747845506658,Maintain relationship and encourage repeat purchase,False,False
1227,CUST2712,LOYAL_ACTIVE,LOW,0.1478785068655674,14.79,14.79,LOW,LOW,0,Long time since last purchase,201,1906.482,1,1121.46,165.84,13.33748739022733,Maintain relationship and encourage repeat purchase,False,False
1228,CUST1109,LOYAL_ACTIVE,LOW,0.1396958089479865,13.97,13.97,LOW,LOW,0,Long time since last purchase,583,2492.0712,1,1400.04,195.58,13.300174895093525,Maintain relationship and encourage repeat purchase,False,False
1229,CUST1142,LOYAL_ACTIVE,LOW,0.159376513795705,15.94,15.94,LOW,LOW,0,Long time since last purchase,255,1165.8432,1,710.88,113.3,13.196351644437541,Maintain relationship and encourage repeat purchase,False,False
1230,CUST2574,LOYAL_ACTIVE,LOW,0.1438981671740894,14.39,14.39,LOW,LOW,0,Long time since last purchase,737,2256.858,1,1187.82,170.93,13.150510372678042,Maintain relationship and encourage repeat purchase,False,False
1231,CUST2172,LOYAL_ACTIVE,LOW,0.1456922564608223,14.57,14.57,LOW,LOW,0,Long time since last purchase,1177,2059.144,1,1119.1,163.04,13.134035140796612,Maintain relationship and encourage repeat purchase,False,False
1232,CUST2977,LOYAL_ACTIVE,LOW,0.1377365720862153,13.77,13.77,LOW,LOW,0,Long time since last purchase,117,2589.892,1,1407.55,193.87,13.132239324384347,Maintain relationship and encourage repeat purchase,False,False
1233,CUST2103,LOYAL_ACTIVE,LOW,0.132572304228217,13.26,13.26,LOW,LOW,0,Long time since last purchase,178,2753.205,1,1512.75,200.55,12.891015694659608,Maintain relationship and encourage repeat purchase,False,False
1234,CUST1026,LOYAL_ACTIVE,LOW,0.1704091798584017,17.04,17.04,LOW,LOW,0,Long time since last purchase,217,575.6072,1,312.83,53.31,12.888502869289646,Maintain relationship and encourage repeat purchase,False,False
1235,CUST2704,LOYAL_ACTIVE,LOW,0.1276068007190145,12.76,12.76,LOW,LOW,0,Long time since last purchase,418,3090.096,1,1716.72,219.07,12.87688781856734,Maintain relationship and encourage repeat purchase,False,False
